time limit,dim,keep,num_feat,num_item,num_data_train,jobtype,step_mu,num_iter_mu,method,lr,mean_relat_eval,median_relat_eval,std_relat_eval,mean_relat_test,median_relat_test,std_relat_test
1800,10,1,12,100,200,SG,20,10,SPOPlus,0.001,0.09035998582839966,0.08256880939006805,0.036704275757074356,0.08525016903877258,0.07868020236492157,0.03574683517217636
3600,10,1,12,100,200,SG,20,10,SPOPlus,0.001,0.08731780476868152,0.07922263815999031,0.035177432946774743,0.08217569107189775,0.07529131323099136,0.03413382320795493
60,10,1,12,100,200,SG,20,10,IMLE,0.001,0.3579574525356293,0.34765625,0.0675007626414299,0.359453409910202,0.3619631826877594,0.0675317719578743
600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.3579574525356293,0.34765625,0.0675007626414299,0.359453409910202,0.3619631826877594,0.0675317719578743
1800,10,1,12,100,200,SG,20,10,IMLE,0.001,0.3579574525356293,0.34765625,0.0675007626414299,0.359453409910202,0.3619631826877594,0.0675317719578743
3600,10,1,12,100,200,SG,20,10,IMLE,0.001,0.35795747965574265,0.3483564257621765,0.06716240742498919,0.3594533863514662,0.3621410131454468,0.0674979978179954
60,10,1,12,100,200,SG,5,20,IMLE,0.001,0.3351840674877167,0.3333333432674408,0.06549004465341568,0.33887699246406555,0.3360995948314667,0.06508196145296097
600,10,1,12,100,200,SG,5,20,IMLE,0.001,0.33003175258636475,0.31496062874794006,0.06406579911708832,0.33234062790870667,0.3305785059928894,0.06223777309060097
1800,10,1,12,100,200,SG,5,20,IMLE,0.001,0.33003175258636475,0.31496062874794006,0.06406579911708832,0.33234062790870667,0.3305785059928894,0.06223777309060097
3600,10,1,12,100,200,SG,5,20,IMLE,0.001,0.3300317271053791,0.3197222054004669,0.06374466205151703,0.33234063385427,0.330627903342247,0.06220664693536596
60,10,1,12,100,200,SG,5,10,IMLE,0.001,0.335794597864151,0.32573288679122925,0.06580957025289536,0.34477174282073975,0.33985763788223267,0.06335467100143433
600,10,1,12,100,200,SG,5,10,IMLE,0.001,0.3322644829750061,0.3192904591560364,0.06698452681303024,0.33842745423316956,0.33530279994010925,0.06124730035662651
1800,10,1,12,100,200,SG,5,10,IMLE,0.001,0.3322644829750061,0.3192904591560364,0.06698452681303024,0.33842745423316956,0.33530279994010925,0.06124730035662651
3600,10,1,12,100,200,SG,5,10,IMLE,0.001,0.33226447477936744,0.3197660744190216,0.06664876619615716,0.3384274495691061,0.33559033274650574,0.06121666918660206
60,10,1,12,100,200,SG,10,20,IMLE,0.001,0.337677538394928,0.33571428060531616,0.060555506497621536,0.3348924219608307,0.33139535784721375,0.060126058757305145
600,10,1,12,100,200,SG,10,20,IMLE,0.001,0.33226248621940613,0.32499998807907104,0.06008094549179077,0.33114227652549744,0.32777777314186096,0.05917055532336235
1800,10,1,12,100,200,SG,10,20,IMLE,0.001,0.33226248621940613,0.32499998807907104,0.06008094549179077,0.33114227652549744,0.32777777314186096,0.05917055532336235
3600,10,1,12,100,200,SG,10,20,IMLE,0.001,0.3322624869644642,0.3252906948328018,0.059779786077108925,0.33114226518571377,0.3278007358312607,0.05914096438473276
60,10,1,12,100,200,cla,1,10,IMLE,0.001,0.3089560270309448,0.30136987566947937,0.05879199132323265,0.31142687797546387,0.30927833914756775,0.05732091888785362
600,10,1,12,100,200,cla,1,10,IMLE,0.001,0.2469509094953537,0.24555160105228424,0.04481346532702446,0.24824802577495575,0.24621212482452393,0.04685733839869499
1800,10,1,12,100,200,cla,1,10,IMLE,0.001,0.1792806088924408,0.17669172585010529,0.04015366733074188,0.17782080173492432,0.17548076808452606,0.03782228007912636
3600,10,1,12,100,200,cla,1,10,IMLE,0.001,0.14027765654027463,0.1382448598742485,0.03173041081427219,0.13709708110243082,0.13387473672628403,0.034529105680910936
60,10,1,12,100,200,SG,20,20,IMLE,0.001,0.33507469296455383,0.3339100480079651,0.05142389237880707,0.33344200253486633,0.3333333432674408,0.05513278394937515
600,10,1,12,100,200,SG,20,20,IMLE,0.001,0.32421794533729553,0.32163742184638977,0.04809124022722244,0.32310983538627625,0.323974072933197,0.053604621440172195
1800,10,1,12,100,200,SG,20,20,IMLE,0.001,0.32411521673202515,0.32163742184638977,0.04808500409126282,0.32310378551483154,0.32424241304397583,0.053616154938936234
3600,10,1,12,100,200,SG,20,20,IMLE,0.001,0.32393872141838076,0.3209494352340698,0.04808147487572581,0.32316435159742835,0.3247859627008438,0.053558122289810384
60,10,1,12,100,200,cla,1,10,SPOPlus,0.001,0.2012394517660141,0.19947506487369537,0.03661022335290909,0.20312584936618805,0.20105819404125214,0.04158966243267059
600,10,1,12,100,200,cla,1,10,SPOPlus,0.001,0.18260212242603302,0.1818181872367859,0.03316521272063255,0.18373511731624603,0.18250951170921326,0.03763821721076965
1800,10,1,12,100,200,cla,1,10,SPOPlus,0.001,0.15006332099437714,0.14826498925685883,0.028932301327586174,0.14830441772937775,0.14720812439918518,0.033130962401628494
3600,10,1,12,100,200,cla,1,10,SPOPlus,0.001,0.11183424677699805,0.1133723333477974,0.02605912894436799,0.10786539267376065,0.10723526403307915,0.02668604261359986
